category,topic,description,cloud terms
UX Best Practices & Supportive Patterns,Accessibility in UI Design Overview,"Accessibility in UI Design Overview is an introduction to the creation of inclusive interfaces usable by everyone, including people with visual, auditory, motor, or cognitive impairments, following international standards.","Accessibility, Inclusive Design, UI Design, WCAG 2.2, Accessible Authentication, Focus Appearance"
UX Best Practices & Supportive Patterns,WCAG Guidelines POUR Principles,"WCAG Guidelines POUR Principles is a framework for understanding international standards established by W3C outlining criteria to make content perceivable, operable, understandable, and robust.","WCAG Guidelines, POUR, W3C Standards, WCAG 2.2, Accessible Authentication, Focus Appearance"
UX Best Practices & Supportive Patterns,Benefits of Accessible UI Design,"Benefits of Accessible UI Design explains the benefits and value of reaching a wider audience, improving overall user experience, enhancing brand image and inclusivity, and ensuring legal compliance.","Wider Audience, Brand Image, Legal Compliance, WCAG 2.2, Accessible Authentication, Focus Appearance"
UX Best Practices & Supportive Patterns,How to Design for Accessibility,"How to Design for Accessibility is a practical guide to ensuring sufficient color contrast, supporting full keyboard navigation, providing alternative text, using clear labels, and maintaining readability.","Color Contrast, Keyboard Navigation, Alt Text, WCAG 2.2, Accessible Authentication, Focus Appearance"
UX Best Practices & Supportive Patterns,Accessibility Testing Approaches,"Accessibility Testing Approaches is the systematic study and evaluation of validating UI design through manual testing with keyboard and screen readers, automated code analysis tools, and user testing with people with disabilities.","Manual Testing, Automated Tools, User Testing, WCAG 2.2, Accessible Authentication, Focus Appearance"
UX Best Practices & Supportive Patterns,Frame Text to Avoid Temporal Myopia Overview,"Frame Text to Avoid Temporal Myopia Overview is an introduction to ways to combat short-termism or temporal myopia in UX design by balancing immediate business goals with sustainable, long-term user satisfaction and loyalty.","Temporal Myopia, Short-Termism, UX Strategy"
UX Best Practices & Supportive Patterns,Long-Term vs. Short-Term UX Balance,"Long-Term vs. Short-Term UX Balance is the practice of balance between conversion metrics with enduring user satisfaction through sustainable design, user prioritization, continuous iteration, and feedback integration.","Sustainable Design, User Needs, Iteration"
UX Best Practices & Supportive Patterns,Strategies to Overcome Temporal Myopia,"Strategies to Overcome Temporal Myopia is a practical guide to the creation of adaptable solutions, gathering diverse user feedback, and building lasting trust and loyalty through security, transparency, and personalization.","User Feedback, Trust and Loyalty, Personalization"
"Commitment, Social Influence & Ethical Persuasion",Remind of Prior Commitment to Act,Remind of Prior Commitment to Act is the study and application of use of a gentle reminder of commitments or decisions they made earlier so they can move forward in their journey.,"Prior Commitment, Reminders, Behavior Change"
"Commitment, Social Influence & Ethical Persuasion",Benefits of Reminding Users of Prior Commitments,"Benefits of Reminding Users of Prior Commitments explains the benefits and value of explanation of how commitment reminders can increase follow-through, create appropriate urgency, and support consistent decisions.","Reminders, Follow-Through, Consistency"
"Commitment, Social Influence & Ethical Persuasion",Motivate Users to Act,Motivate Users to Act is the study and application of ways to how reminding users of time or effort already invested can encourage them to complete a chosen action.,"Motivation, Follow-Through, User Effort"
"Commitment, Social Influence & Ethical Persuasion",Create a Sense of Urgency,Create a Sense of Urgency is the study and application of ways to how a clear reminder of an existing commitment can help users prioritize an important task without using pressure.,"Urgency, Task Completion, Ethical UX"
"Commitment, Social Influence & Ethical Persuasion",Promote Consistency,Promote Consistency is the study and application of explanation of how reminders can help users continue behavior that matches an earlier choice or goal.,"Consistency, Behavior Change, User Goals"
"Commitment, Social Influence & Ethical Persuasion",Strategies to Remind Users of Prior Commitments,"Strategies to Remind Users of Prior Commitments is a practical guide to an introduction to progress indicators, notifications, personalized content, and social proof as practical reminder patterns.","Reminders, Progress, Personalization"
"Commitment, Social Influence & Ethical Persuasion",Display Progress Indicators,"Display Progress Indicators is the study and application of demonstrate how showing progress in a form, survey, or workflow reminds users what they have already completed.","Progress Indicators, Feedback, Completion"
"Commitment, Social Influence & Ethical Persuasion",Use Notifications,"Use Notifications is the study and application of demonstrate how timely reminders can bring users back to appointments, tasks, or decisions they previously selected.","Notifications, Timely Reminders, Re-Engagement"
